claim_id,source_repository,source_path,proposed_public_path,artifact_type,reason,public_safe,sanitization_required,sanitization_method,provenance_method,hash_method,priority,status
SITE-CLAIM-2518,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2519,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2520,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2521,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2522,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2523,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2524,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2525,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2526,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2527,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2528,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2529,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2530,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2531,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2532,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2533,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2534,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,N/A - collect direct public-safe evidence before choosing target path,PRIMARY,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.,DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2535,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2536,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2537,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2538,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2539,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2540,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2541,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2542,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2543,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2544,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2545,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2546,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2547,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2548,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2549,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2550,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2551,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2552,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2553,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2554,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2555,jeremy-homelab-ops,inventories/ws01-inventory-20260626-012952.json,evidence-library/proposed-public-safe/ws01-inventory-20260626-012952.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2556,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2557,jeremy-homelab-ops,inventories/ws01-inventory-20260626-012952.json,evidence-library/proposed-public-safe/ws01-inventory-20260626-012952.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2558,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2559,jeremy-homelab-ops,inventories/ws01-inventory-20260626-012952.json,evidence-library/proposed-public-safe/ws01-inventory-20260626-012952.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2560,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,N/A - collect direct public-safe evidence before choosing target path,PRIMARY,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.,DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2561,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2562,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-2563,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
