page,link_text,target,resolution_status,target_exists,target_type,problem,recommended_fix
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5a510be-8ee080ad.html,exports/,exports/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5a510be-8ee080ad.html,internal/,internal/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5a510be-8ee080ad.html,utils/,utils/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5a510be-8ee080ad.html,Microsoft.Graph.Bookings.psd1,Microsoft.Graph.Bookings.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5a510be-8ee080ad.html,Microsoft.Graph.Bookings.psm1,Microsoft.Graph.Bookings.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5f275d1-0ad7c595.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a5f275d1-0ad7c595.html,Microsoft.Graph.DeviceManagement.Enrollment.custom.psm1,Microsoft.Graph.DeviceManagement.Enrollment.custom.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6362bef-c956ae17.html,Back,../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6362bef-c956ae17.html,1.4.8.1/,1.4.8.1/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,Back,../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,custom/,custom/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,exports/,exports/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,internal/,internal/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,utils/,utils/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,Microsoft.Graph.DeviceManagement.Functions.psd1,Microsoft.Graph.DeviceManagement.Functions.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6d409e0-726728f1.html,Microsoft.Graph.DeviceManagement.Functions.psm1,Microsoft.Graph.DeviceManagement.Functions.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,Back,../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,custom/,custom/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,exports/,exports/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,internal/,internal/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,utils/,utils/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,Microsoft.Graph.DirectoryObjects.psd1,Microsoft.Graph.DirectoryObjects.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a6ef3f84-356cbf0a.html,Microsoft.Graph.DirectoryObjects.psm1,Microsoft.Graph.DirectoryObjects.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a776c26f-10a39021.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a776c26f-10a39021.html,Unprotect-SecureString.ps1,Unprotect-SecureString.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a7837f64-67d511c0.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a7837f64-67d511c0.html,Microsoft.Graph.Devices.ServiceAnnouncement.internal.psm1,Microsoft.Graph.Devices.ServiceAnnouncement.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a7a9e0dd-0fcc9526.html,Back,../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a7a9e0dd-0fcc9526.html,0.11.0/,0.11.0/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,Back,../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,custom/,custom/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,exports/,exports/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,internal/,internal/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,utils/,utils/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,Microsoft.Graph.ChangeNotifications.psd1,Microsoft.Graph.ChangeNotifications.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a85d0978-333ab3bd.html,Microsoft.Graph.ChangeNotifications.psm1,Microsoft.Graph.ChangeNotifications.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a8d06394-acc2da64.html,Back,../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a8d06394-acc2da64.html,2.35.1/,2.35.1/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a8d06394-acc2da64.html,2.36.1/,2.36.1/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a8f6f201-8f7d08cc.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a8f6f201-8f7d08cc.html,Microsoft.Graph.Identity.Partner.internal.psm1,Microsoft.Graph.Identity.Partner.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a9569a9b-c8430a06.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-a9569a9b-c8430a06.html,ProxyCmdletDefinitions.ps1,ProxyCmdletDefinitions.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-aa5797bd-263328f1.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-aa5797bd-263328f1.html,Microsoft.Graph.CloudCommunications.internal.psm1,Microsoft.Graph.CloudCommunications.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-abae05ed-1a5c4313.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-abae05ed-1a5c4313.html,MSFT_PSModule/,MSFT_PSModule/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-abae05ed-1a5c4313.html,MSFT_PSRepository/,MSFT_PSRepository/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-abeab3a1-bb9c60a7.html,Back,../../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-abeab3a1-bb9c60a7.html,en-US/,en-US/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-abeab3a1-bb9c60a7.html,MSFT_PSRepository.psm1,MSFT_PSRepository.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ad36083f-451c338e.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ad36083f-451c338e.html,Microsoft.Graph.Identity.Governance.internal.psm1,Microsoft.Graph.Identity.Governance.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ae709ba1-44da1ee5.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ae709ba1-44da1ee5.html,Get-MgEntitlementManagementAssignment.ps1,Get-MgEntitlementManagementAssignment.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ae709ba1-44da1ee5.html,Get-MgEntitlementManagementAssignmentRequest.ps1,Get-MgEntitlementManagementAssignmentRequest.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ae709ba1-44da1ee5.html,Get-MgEntitlementManagementCatalog.ps1,Get-MgEntitlementManagementCatalog.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-ae709ba1-44da1ee5.html,Microsoft.Graph.Identity.Governance.custom.psm1,Microsoft.Graph.Identity.Governance.custom.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-aebdf70d-e3c748cd.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-aebdf70d-e3c748cd.html,Microsoft.Graph.Beta.Calendar.custom.psm1,Microsoft.Graph.Beta.Calendar.custom.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2bebeef-e0bf4f9b.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2bebeef-e0bf4f9b.html,Unprotect-SecureString.ps1,Unprotect-SecureString.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2e76724-204abfee.html,Lab Portfolio (PDF),./Lab-Portfolio.pdf,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2e76724-204abfee.html,manifest.json,./manifest.json,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2e76724-204abfee.html,ASPX export folder,./aspx/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2e76724-204abfee.html,HTML export folder,./html/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,Back,../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,custom/,custom/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,exports/,exports/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,internal/,internal/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,utils/,utils/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,Microsoft.Graph.CrossDeviceExperiences.psd1,Microsoft.Graph.CrossDeviceExperiences.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b2fe3a28-2aae7d92.html,Microsoft.Graph.CrossDeviceExperiences.psm1,Microsoft.Graph.CrossDeviceExperiences.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,Back,../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,custom/,custom/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,exports/,exports/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,internal/,internal/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,utils/,utils/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,Microsoft.Graph.Groups.psd1,Microsoft.Graph.Groups.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b332507d-e03498cc.html,Microsoft.Graph.Groups.psm1,Microsoft.Graph.Groups.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b3c98b36-1c20e650.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b3c98b36-1c20e650.html,Microsoft.Graph.Devices.CorporateManagement.internal.psm1,Microsoft.Graph.Devices.CorporateManagement.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b3dd3f22-6be9dd35.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b3dd3f22-6be9dd35.html,Microsoft.Graph.Education.internal.psm1,Microsoft.Graph.Education.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b511e00d-40cf282c.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b511e00d-40cf282c.html,PowerShellGet.LocalizationHelper/,PowerShellGet.LocalizationHelper/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b511e00d-40cf282c.html,PowerShellGet.ResourceHelper/,PowerShellGet.ResourceHelper/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b5371875-11fb2639.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b5371875-11fb2639.html,ProxyCmdletDefinitions.ps1,ProxyCmdletDefinitions.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b5dd9d77-c0b87cae.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b5dd9d77-c0b87cae.html,Unprotect-SecureString.ps1,Unprotect-SecureString.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b6359536-4fe46917.html,Back,../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b6359536-4fe46917.html,Microsoft.Graph.psd1,Microsoft.Graph.psd1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b71c9400-e8ae625a.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b71c9400-e8ae625a.html,Unprotect-SecureString.ps1,Unprotect-SecureString.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html,Back to Script Validation Documentation,../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html,Scripts/,Scripts/index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html,Fix-All-SitePages.ps1,Fix-All-SitePages.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html,Fix-All-SitePages.v2.ps1,Fix-All-SitePages.v2.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html,Provision-BrandGuide.ps1,Provision-BrandGuide.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b7b4563c-0255559e.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b7b4563c-0255559e.html,ProxyCmdletDefinitions.ps1,ProxyCmdletDefinitions.ps1,BROKEN,NO,PROCEDURE,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b7bfffae-b247fa33.html,Back,../../../../../index.html,BROKEN,NO,INDEX,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b7bfffae-b247fa33.html,Microsoft.Graph.Security.internal.psm1,Microsoft.Graph.Security.internal.psm1,BROKEN,NO,SUPPORTING,Local evidence target does not exist in tracked website repository.,Correct the relative path or remove the public evidence link until the target exists.
